ID,Video Duration,Video Publish Time,Days Since Publish,Day,Month,Year,Day of Week,Revenue per 1000 Views (USD),Monetized Playbacks (Estimate),Playback-Based CPM (USD),CPM (USD),Ad Impressions,Estimated AdSense Revenue (USD),DoubleClick Revenue (USD),YouTube Ads Revenue (USD),Watch Page Ads Revenue (USD),YouTube Premium (USD),Transaction Revenue (USD),Transactions,Revenue from Transactions (USD),Reactions,Chat Messages Count,Reminders Set,Stream Hours,Remix Views,Remix Count,Subscribers from Posts,New Comments,Shares,Like Rate (%),Dislikes,Likes,Unsubscribes,New Subscribers,Returned Items (USD),Unconfirmed Commissions (USD),Approved Commissions (USD),Orders,Total Sales Volume (USD),End Screen Click-Through Rate (%),End Screen Impressions,End Screen Clicks,Teaser Click-Through Rate (%),Teaser Impressions,Teaser Clicks,Card Click-Through Rate (%),Card Impressions,Card Clicks,Views per Playlist Start,Playlist Views,Playlist Watch Time (hours),Clip Watch Time (hours),Clip Views,YouTube Premium Watch Time (hours),YouTube Premium Views,Returning Viewers,New Viewers,Average Views per User,Unique Viewers,Watched (Not Skipped) (%),Feed Impressions,Average View Percentage (%),Average View Duration,Views,Watch Time (hours),Subscribers,Estimated Revenue (USD),Impressions,Video Thumbnail CTR (%)
90,731.0,2017-06-01 00:00:00,2,1,6,2017,Thursday,0.045,6685.0,1.597,1.368,7802.0,4.693,1.18,10.675,5.873,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,90.0,97.17,93.0,3190.0,9.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714,18.0,0.9097,0.0,0.0,28.8444,483.0,0.0,0.0,0.0,0.0,0.0,0.0,31.48,230.0,131922.0,8439.9384,123.0,5.934,448461.0,9.45
91,534.0,2017-06-03 00:00:00,2,3,6,2017,Saturday,0.076,11401.0,1.227,0.965,14495.0,6.593,1.106,13.994,7.698,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,75.0,97.83,54.0,2433.0,2.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,11.0,0.556,0.0,0.0,22.3232,349.0,0.0,0.0,0.0,0.0,0.0,0.0,43.11,230.0,102077.0,6539.4296,81.0,7.779,339920.0,9.74
92,760.0,2017-06-07 00:00:00,4,7,6,2017,Wednesday,0.064,8688.0,1.872,1.738,9358.0,7.412,1.536,16.266,8.948,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,140.0,97.65,83.0,3446.0,4.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,30.0,2.1087,0.029,6.0,40.5514,467.0,0.0,0.0,0.0,0.0,0.0,0.0,40.01,304.0,142308.0,12020.8021,99.0,9.096,373871.0,11.13
93,40.0,2017-06-09 00:00:00,2,9,6,2017,Friday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,51.0,97.7,20.0,850.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.94,25711.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0272,0.0,0.0,0.0828,15.0,0.0,0.0,0.0,0.0,0.0,0.0,87.71,35.0,10273.0,102.6232,6.0,0.0,62897.0,2.39
94,390.0,2017-06-09 00:00:00,0,9,6,2017,Friday,0.013,463.0,1.706,1.574,502.0,0.234,0.201,0.79,0.435,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,25.0,96.08,49.0,1201.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.3255,0.0,0.0,1.22,50.0,0.0,0.0,0.0,0.0,0.0,0.0,40.52,158.0,33799.0,1491.4158,8.0,0.438,92352.0,5.56
95,641.0,2017-06-11 00:00:00,2,11,6,2017,Sunday,0.04,5043.0,1.463,1.277,5777.0,2.988,1.069,7.376,4.058,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,91.0,96.65,100.0,2883.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.837,0.0,0.0,22.3154,329.0,0.0,0.0,0.0,0.0,0.0,0.0,39.01,250.0,103676.0,7223.1661,54.0,4.123,328435.0,9.94
96,728.0,2017-06-13 00:00:00,2,13,6,2017,Tuesday,0.048,3092.0,1.757,1.667,3258.0,2.154,0.835,5.432,2.988,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,42.0,95.0,95.0,1804.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,27.0,1.5112,0.0,0.0,2.6949,50.0,0.0,0.0,0.0,0.0,0.0,0.0,34.88,254.0,62817.0,4437.5139,52.0,2.992,133624.0,6.54
97,788.0,2017-06-14 00:00:00,1,14,6,2017,Wednesday,0.057,5285.0,1.594,1.389,6062.0,3.684,0.95,8.423,4.634,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,27.0,97.63,56.0,2307.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.6986,0.0,0.0,16.6712,216.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,267.0,82120.0,6101.5048,35.0,4.686,207557.0,10.18
98,574.0,2017-06-17 00:00:00,3,17,6,2017,Saturday,0.044,5526.0,1.561,1.387,6217.0,3.494,1.25,8.624,4.744,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,94.0,97.92,79.0,3721.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,18.0,1.0746,0.0,0.0,33.6297,516.0,0.0,0.0,0.0,0.0,0.0,0.0,41.82,240.0,110462.0,7377.6117,48.0,4.843,368003.0,10.41
99,321.0,2017-06-19 00:00:00,2,19,6,2017,Monday,0.047,4035.0,1.054,0.802,5301.0,1.577,0.762,4.251,2.338,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,88.0,97.26,34.0,1207.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4403,1399.0,8.3878,0.0,0.0,0.7805,109.0,0.0,0.0,0.0,0.0,0.0,0.0,19.02,61.0,49862.0,855.991,23.0,2.339,162031.0,7.96
100,413.0,2017-06-21 00:00:00,2,21,6,2017,Wednesday,0.059,7329.0,1.051,0.787,9787.0,3.359,0.878,7.701,4.237,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,43.0,96.35,77.0,2035.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.6595,0.0,0.0,13.0347,234.0,0.0,0.0,0.0,0.0,0.0,0.0,50.83,210.0,72006.0,4219.4748,13.0,4.274,237790.0,9.36
101,467.0,2017-06-23 00:00:00,2,23,6,2017,Friday,0.021,6983.0,1.356,1.153,8211.0,3.446,1.762,9.467,5.208,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,738.0,97.88,195.0,8986.0,26.0,1436.0,0.0,0.0,0.0,0.0,0.0,0.74,271.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0294,103.0,7.6451,0.1552,42.0,92.1666,1693.0,0.0,0.0,0.0,0.0,0.0,0.0,44.55,208.0,259905.0,15050.6231,1410.0,5.509,1331817.0,10.49
102,708.0,2017-06-25 00:00:00,2,25,6,2017,Sunday,0.182,21551.0,1.904,0.618,66417.0,16.832,5.738,41.028,22.57,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,65.0,96.99,98.0,3156.0,3.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2353,55.0,4.5491,0.0,0.0,20.9665,280.0,0.0,0.0,0.0,0.0,0.0,0.0,37.43,265.0,124153.0,9150.947,61.0,22.644,280860.0,10.5
103,491.0,2017-06-27 00:00:00,2,27,6,2017,Tuesday,0.044,21139.0,1.66,1.42,24712.0,13.797,5.506,35.089,19.303,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,586.0,95.12,510.0,9931.0,63.0,829.0,0.0,0.0,0.0,0.0,0.0,6.02,7887.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1723,2518.0,95.9089,0.0792,5.0,57.9941,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,29.15,143.0,443920.0,17687.1527,766.0,19.452,2246468.0,5.85
104,679.0,2017-06-29 00:00:00,2,29,6,2017,Thursday,0.143,10794.0,2.723,1.412,20816.0,10.824,5.343,29.389,16.167,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,236.0,97.52,111.0,4367.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9524,62.0,4.4086,0.0,0.0,5.6381,121.0,0.0,0.0,0.0,0.0,0.0,0.0,39.91,271.0,113205.0,8534.1931,107.0,16.178,192889.0,8.89
105,642.0,2017-07-02 00:00:00,3,2,7,2017,Sunday,0.119,14912.0,2.439,1.333,27278.0,14.757,5.253,36.374,20.01,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,428.0,96.46,269.0,7334.0,15.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4375,117.0,9.1783,0.0116,1.0,35.6071,575.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,239.0,169650.0,11296.7627,478.0,20.139,551620.0,9.74
106,840.0,2017-07-04 00:00:00,2,4,7,2017,Tuesday,0.075,5451.0,2.851,1.514,10266.0,4.729,3.819,15.539,8.548,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,263.0,96.6,176.0,5008.0,2.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4737,47.0,5.0563,0.0,0.0,18.0683,249.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,309.0,114298.0,9825.5252,108.0,8.568,227382.0,9.92
107,685.0,2017-07-05 00:00:00,1,5,7,2017,Wednesday,0.061,5306.0,2.316,1.201,10229.0,3.282,3.478,12.288,6.76,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,139.0,97.18,137.0,4717.0,3.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6364,29.0,2.6154,0.0,0.0,14.8378,252.0,0.0,0.0,0.0,0.0,0.0,0.0,37.98,260.0,112377.0,8144.4495,126.0,6.802,263447.0,10.05
108,677.0,2017-07-05 00:00:00,0,5,7,2017,Wednesday,0.029,22804.0,1.13,0.302,85363.0,10.183,3.989,25.777,14.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.0,1707.0,98.1,273.0,14102.0,47.0,1503.0,0.0,0.0,0.0,0.0,0.0,2.78,3023.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0366,4613.0,102.2505,0.0,0.0,51.4346,2073.0,0.0,0.0,0.0,0.0,0.0,0.0,16.84,114.0,485866.0,15503.5266,1456.0,14.172,3419158.0,5.88
109,766.0,2017-07-06 00:00:00,1,6,7,2017,Thursday,0.021,4899.0,1.697,1.512,5499.0,2.532,2.041,8.313,4.573,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,275.0,98.1,156.0,8062.0,6.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6885,164.0,17.2127,0.0,0.0,118.8502,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,43.32,332.0,235880.0,21798.7995,284.0,4.933,1003154.0,9.84
110,950.0,2017-07-08 00:00:00,2,8,7,2017,Saturday,0.02,7516.0,1.736,1.614,8084.0,3.866,3.311,13.047,7.177,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,655.0,95.65,545.0,11978.0,82.0,1724.0,0.0,0.0,0.0,0.0,0.0,1.81,2704.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9446,912.0,94.1005,0.0,0.0,109.4216,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,32.33,307.0,375812.0,32065.434,1642.0,7.472,2208064.0,7.18
111,837.0,2017-07-10 00:00:00,2,10,7,2017,Monday,0.057,10150.0,1.963,1.739,11453.0,8.834,2.126,19.922,10.959,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,180.0,97.92,132.0,6225.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0769,40.0,4.0308,0.0,0.0,110.1781,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,319.0,198153.0,17595.5496,120.0,11.338,819782.0,10.35
112,527.0,2017-07-12 00:00:00,2,12,7,2017,Wednesday,0.038,4573.0,1.657,1.563,4847.0,2.344,1.824,7.577,4.168,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,114.0,97.27,130.0,4634.0,3.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,8.0,0.4091,0.0,0.0,28.2605,435.0,0.0,0.0,0.0,0.0,0.0,0.0,45.39,239.0,113416.0,7535.7507,53.0,4.256,325779.0,11.49
113,496.0,2017-07-14 00:00:00,2,14,7,2017,Friday,0.036,8352.0,1.23,0.902,11382.0,3.24,2.409,10.27,5.649,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,148.0,97.32,148.0,5382.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,30.0,1.1103,0.0211,3.0,44.1438,713.0,0.0,0.0,0.0,0.0,0.0,0.0,47.59,236.0,160525.0,10524.4035,96.0,5.769,468462.0,13.21
114,457.0,2017-07-15 00:00:00,1,15,7,2017,Saturday,0.026,14387.0,0.762,0.481,22776.0,4.533,1.499,10.966,6.032,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,414.0,95.14,381.0,7457.0,17.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9392,287.0,17.114,0.0,0.0,41.846,761.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65,204.0,236116.0,13384.6405,371.0,6.14,784521.0,11.51
115,444.0,2017-07-17 00:00:00,2,17,7,2017,Monday,0.082,15342.0,1.006,0.684,22564.0,6.887,1.6,15.427,8.487,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,96.0,96.45,156.0,4235.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333,10.0,0.5535,0.0,0.0,25.703,454.0,0.0,0.0,0.0,0.0,0.0,0.0,48.69,216.0,104798.0,6312.2493,28.0,8.563,336500.0,10.45
116,594.0,2017-07-19 00:00:00,2,19,7,2017,Wednesday,0.04,22707.0,0.724,0.499,32960.0,5.974,3.07,16.44,9.044,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,384.0,97.59,210.0,8519.0,13.0,251.0,0.0,0.0,0.0,0.0,0.0,2.08,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1644,158.0,11.853,0.2021,10.0,86.5172,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,42.23,251.0,236465.0,16533.8105,238.0,9.35,954041.0,10.98
117,698.0,2017-07-21 00:00:00,2,21,7,2017,Friday,0.136,21030.0,1.863,0.361,108534.0,15.078,6.475,39.181,21.553,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,171.0,97.82,125.0,5616.0,6.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,27.0,1.8234,0.0,0.0,69.7003,780.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7,305.0,159550.0,13557.7139,95.0,21.762,513151.0,11.44
118,643.0,2017-07-24 00:00:00,3,24,7,2017,Monday,0.137,26345.0,1.957,0.393,131187.0,20.509,7.85,51.555,28.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,229.0,97.6,175.0,7113.0,4.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2759,95.0,8.27,0.0,0.0,77.5576,911.0,0.0,0.0,0.0,0.0,0.0,0.0,45.86,295.0,206782.0,16989.5219,258.0,28.359,718864.0,11.32
119,563.0,2017-07-25 00:00:00,1,25,7,2017,Tuesday,0.079,24315.0,0.96,0.676,34548.0,10.233,2.606,23.338,12.839,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,184.0,98.24,123.0,6846.0,31.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857,16.0,1.0395,0.0137,3.0,90.975,1198.0,0.0,0.0,0.0,0.0,0.0,0.0,48.34,272.0,166343.0,12597.0694,202.0,13.133,702251.0,11.03
120,594.0,2017-07-27 00:00:00,2,27,7,2017,Thursday,0.049,10813.0,1.389,1.158,12967.0,5.287,2.976,15.02,8.262,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,230.0,97.13,155.0,5240.0,13.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5238,53.0,3.5391,0.0,0.0,38.3686,499.0,0.0,0.0,0.0,0.0,0.0,0.0,48.63,289.0,170912.0,13759.007,267.0,8.303,586429.0,10.09
121,665.0,2017-07-31 00:00:00,4,31,7,2017,Monday,0.051,12993.0,1.065,0.881,15716.0,6.037,1.577,13.839,7.613,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,146.0,98.08,128.0,6545.0,11.0,247.0,0.0,0.0,0.0,0.0,0.0,4.61,1172.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6667,14.0,0.9394,0.0,0.0,68.5795,744.0,0.0,0.0,0.0,0.0,0.0,0.0,46.32,308.0,151912.0,13036.7588,236.0,7.817,470214.0,12.55
122,541.0,2017-08-02 00:00:00,2,2,8,2017,Wednesday,0.055,15106.0,0.816,0.669,18413.0,5.404,1.377,12.326,6.781,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,151.0,96.56,201.0,5643.0,7.0,223.0,0.0,0.0,0.0,0.0,0.0,7.02,299.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1667,19.0,0.8614,0.0,0.0,21.3315,373.0,0.0,0.0,0.0,0.0,0.0,0.0,41.99,227.0,123705.0,7834.4839,216.0,6.836,325556.0,11.48
123,687.0,2017-08-04 00:00:00,2,4,8,2017,Friday,0.047,6009.0,1.405,1.266,6672.0,3.158,1.488,8.445,4.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,116.0,97.79,94.0,4150.0,3.0,146.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.4769,0.0,0.0,27.7586,327.0,0.0,0.0,0.0,0.0,0.0,0.0,45.41,312.0,99720.0,8666.3196,143.0,4.646,380876.0,9.97
124,710.0,2017-08-05 00:00:00,1,5,8,2017,Saturday,0.022,2917.0,1.211,1.03,3429.0,1.163,0.781,3.533,1.943,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,79.0,97.58,96.0,3865.0,9.0,132.0,0.0,0.0,0.0,0.0,0.0,5.06,1779.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.1818,0.0,0.0,64.2745,677.0,0.0,0.0,0.0,0.0,0.0,0.0,40.56,288.0,89296.0,7163.0262,123.0,1.968,324691.0,10.82
125,698.0,2017-08-07 00:00:00,2,7,8,2017,Monday,0.082,11303.0,2.579,1.318,22119.0,12.677,3.359,29.15,16.036,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,206.0,96.44,250.0,6766.0,21.0,277.0,0.0,0.0,0.0,0.0,0.0,5.25,1066.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5789,49.0,3.4127,0.0,0.0,92.3797,982.0,0.0,0.0,0.0,0.0,0.0,0.0,44.72,312.0,199105.0,17288.3444,256.0,16.287,785760.0,10.95
126,636.0,2017-08-08 00:00:00,1,8,8,2017,Tuesday,0.138,25011.0,1.775,0.378,117412.0,18.669,5.747,44.383,24.415,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,154.0,96.83,187.0,5716.0,9.0,200.0,0.0,0.0,0.0,0.0,0.0,6.42,935.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8182,31.0,2.3327,0.0,0.0,69.528,829.0,0.0,0.0,0.0,0.0,0.0,0.0,46.98,299.0,178800.0,14886.2103,191.0,24.603,553779.0,12.87
127,1146.0,2017-08-11 00:00:00,3,11,8,2017,Friday,0.154,26951.0,2.21,0.43,138364.0,26.99,5.774,59.562,32.764,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.0,175.0,97.6,211.0,8580.0,21.0,353.0,0.0,0.0,0.0,0.0,0.0,1.77,3952.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4167,29.0,1.9193,0.0,0.0,212.7118,1653.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,385.0,213493.0,22853.9887,332.0,32.958,1197611.0,8.11
128,708.0,2017-08-14 00:00:00,3,14,8,2017,Monday,0.127,18184.0,1.807,0.451,72869.0,14.43,3.645,32.857,18.075,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,117.0,96.83,169.0,5170.0,10.0,195.0,0.0,0.0,0.0,0.0,0.0,2.97,1954.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,1.0963,0.0,0.0,63.934,744.0,0.0,0.0,0.0,0.0,0.0,0.0,40.96,290.0,142405.0,11504.4848,185.0,18.101,449885.0,11.9
129,781.0,2017-08-16 00:00:00,2,16,8,2017,Wednesday,0.123,28825.0,1.613,0.408,113798.0,20.681,4.89,46.482,25.571,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,239.0,97.78,184.0,8107.0,16.0,392.0,0.0,0.0,0.0,0.0,0.0,2.28,2233.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5429,89.0,6.4609,0.0,0.0,88.9909,960.0,0.0,0.0,0.0,0.0,0.0,0.0,38.42,300.0,210752.0,17568.4218,376.0,25.826,815670.0,10.63
130,842.0,2017-08-19 00:00:00,3,19,8,2017,Saturday,0.143,31787.0,1.979,0.444,141634.0,27.595,7.011,62.908,34.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,392.0,97.08,236.0,7856.0,16.0,309.0,0.0,0.0,0.0,0.0,0.0,2.16,3241.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3542,113.0,9.2796,0.0,0.0,137.3378,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,38.59,325.0,242331.0,21921.5046,293.0,34.607,1084946.0,10.29
131,306.0,2017-08-20 00:00:00,1,20,8,2017,Sunday,0.04,22653.0,1.046,0.846,28003.0,10.105,2.927,23.69,13.032,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0,1369.0,97.98,247.0,11992.0,22.0,1460.0,0.0,0.0,0.0,0.0,0.0,1.96,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0035,1436.0,39.4708,0.0,0.0,27.1125,881.0,0.0,0.0,0.0,0.0,0.0,0.0,40.57,124.0,326996.0,11349.3737,1438.0,13.084,1922384.0,7.54
132,464.0,2017-08-21 00:00:00,1,21,8,2017,Monday,0.058,15490.0,0.706,0.519,21072.0,4.419,1.593,10.93,6.012,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,94.0,96.33,178.0,4675.0,10.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3117,0.0,0.0,22.6248,377.0,0.0,0.0,0.0,0.0,0.0,0.0,49.38,229.0,103996.0,6632.7328,119.0,6.074,325337.0,9.86
133,638.0,2017-08-23 00:00:00,2,23,8,2017,Wednesday,0.166,18020.0,1.507,0.323,84026.0,11.6,3.34,27.157,14.939,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,114.0,95.99,179.0,4281.0,8.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.3837,0.0,0.0,20.9834,241.0,0.0,0.0,0.0,0.0,0.0,0.0,44.33,283.0,90385.0,7112.777,86.0,15.017,291895.0,8.16
134,809.0,2017-08-25 00:00:00,2,25,8,2017,Friday,0.147,17715.0,1.878,0.415,80204.0,12.423,5.876,33.264,18.299,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,182.0,97.18,181.0,6233.0,18.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.8393,0.0,0.0,22.1009,213.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4,343.0,125006.0,11925.7176,233.0,18.417,413564.0,7.59
